,non-zero,num-clusters,max,mean,std,compactness,E,Xmax
1261,216,1,11.433934211730957,4.50398447336974,2.359428925184026,0.006739170266515523,33.56613540649414,228.93939208984375
1262,16,1,12.863737106323242,5.0973095297813416,4.518820579121464,0.0,11.407172203063965,217.6923065185547
1263,208,3,40.920711517333984,10.528087643476633,9.97119754411413,0.009266428283152248,30.012258529663086,350.04925537109375
1264,96,1,5.992002964019775,3.521190126736959,1.3760575154754167,0.0021541982969707964,33.34970474243164,242.92308044433594
1265,48,1,17.071260452270508,4.123225231965383,4.125033875205305,0.0021361954675666933,4.238970756530762,149.71630859375
1266,44,1,7.854941368103027,3.3561347289518877,1.7791802039900666,0.0,8.539835929870605,296.6666564941406
1267,20,1,9.81103229522705,4.488897848129272,2.77011647901083,0.0,26.907699584960938,321.51513671875
1268,172,1,9.556078910827637,3.4459001463513044,1.9406585704115549,0.006686754854625142,38.813636779785156,323.4751892089844
1269,32,1,18.147933959960938,7.138911455869675,5.209923761733613,0.0,3.103281259536743,147.0786590576172
1270,424,6,25.4569149017334,5.003413056427577,3.8608777371001954,0.028798946969676244,45.0626106262207,324.9418640136719
1271,40,3,6.224915504455566,3.588547646999359,1.6378224176284852,0.001539061357372367,10.386903762817383,279.5161437988281
1272,12,1,7.635356426239014,5.232395728429158,1.7168638230121045,0.0003171322197233469,1.4691787958145142,191.0
1273,20,1,10.894028663635254,5.969525671005249,2.805915778196165,0.0015352258787389816,2.6978418827056885,137.85714721679688
1274,40,2,10.014005661010742,4.025632607936859,2.3856582277764855,0.0,7.154763221740723,214.52830505371094
1275,80,3,10.55443000793457,3.7924315452575685,2.268574654251723,0.002572694000701346,5.821375370025635,226.8224334716797
1276,16,1,10.718859672546387,6.998503565788269,2.1692012077202416,0.0,3.6507625579833984,237.05882263183594
1277,412,3,13.522844314575195,4.7387757081429935,2.9859583102014837,0.010848281173973986,97.72986602783203,321.1071472167969
1278,120,4,18.0292911529541,4.639047388235728,3.9002805028485725,0.009089817342225333,6.517437934875488,220.0
1279,32,1,12.18291187286377,4.57386077940464,3.536082673593675,0.0,6.8064141273498535,285.6896667480469
1280,104,2,6.658111095428467,3.2164849684788632,1.5399319342770683,0.0036451573615869453,2.093900442123413,173.60655212402344
1281,76,3,13.340910911560059,4.709372244383159,3.7053959143264987,0.0036239591134024866,4.8818745613098145,194.72727966308594
1282,28,1,10.324647903442383,5.634755883898054,3.177327393560403,0.0016883789682031378,4.352145671844482,186.7346954345703
1283,24,2,7.615355968475342,3.2899148066838584,2.0338215744164954,0.0,1.9424537420272827,118.70967864990234
1284,392,4,21.998483657836914,5.988632564641992,4.149777355938787,0.02042852184713567,18.36831283569336,233.1836700439453
1285,36,2,12.3582124710083,4.285773952802022,3.11163121798267,0.0,13.409391403198242,237.52293395996094
1286,600,5,15.89331340789795,4.63179071187973,3.2838271773609318,0.015261758787901642,184.8075714111328,345.1552734375
1287,28,1,7.752262115478516,3.602554133960179,2.0092330020446485,0.000953812053035052,4.4423346519470215,174.75247192382812
