,non-zero,num-clusters,max,mean,std,compactness,E,Xmax
0,32,1,10.221370697021484,3.96448677778244,2.6981776353152758,0.0009530513071988077,4.571632385253906,301.0638427734375
1,160,1,6.545248985290527,3.318507671356201,1.2104427148604107,0.005726399170824906,6.639232158660889,388.2978820800781
2,20,1,10.808661460876465,7.981959247589112,2.3168637052922345,0.0007176808327279125,2.7822885513305664,222.26666259765625
3,28,1,12.80746841430664,5.139460189001901,3.650895002154216,0.0,1.6574991941452026,160.39999389648438
4,1688,2,177.27896118164062,18.333753444854683,26.876751764147368,0.1503858965250623,118.73802947998047,541.3526000976562
5,40,2,8.706802368164062,3.1761228799819947,2.1232903525198537,0.0,5.248488903045654,572.5
6,160,4,15.262406349182129,3.500573235750198,2.5377985955017683,0.006604299159612903,3.485795259475708,684.9091186523438
7,28,2,7.6827263832092285,4.589430570602417,1.7991114171044278,0.0,1.1721152067184448,199.1666717529297
8,868,2,72.34162139892578,9.010349194575015,10.683310609575312,0.05135351130784885,1.4788627624511719,605.0943603515625
9,20,1,8.857678413391113,5.799264526367187,2.915950246343491,0.001237593954138039,1.0207526683807373,318.20513916015625
10,20,1,7.7057976722717285,4.5085944652557375,2.0811406790687297,0.0007935210264951576,1.216340184211731,432.30767822265625
11,84,1,8.746864318847656,3.383700586500622,1.8798207637219568,0.0,1.7865878343582153,218.0
12,240,1,85.6119155883789,12.358238277832667,16.913465903949326,0.021659841082320212,4.443394184112549,375.2252197265625
13,56,2,11.708861351013184,4.553165878568377,2.8596625377305323,0.0009442942835626245,3.1070468425750732,296.93878173828125
14,32,1,8.881335258483887,5.126826733350754,2.492425965327419,0.0,20.12955665588379,420.6060485839844
15,164,1,85.3511962890625,9.904734879005247,16.199733713280047,0.01285478193391071,1.5192930698394775,274.76190185546875
16,20,1,5.359438896179199,3.237001371383667,1.6866182507436127,0.0,6.123365879058838,295.1612854003906
17,296,1,29.51938247680664,6.5807845076999145,6.2292351652402305,0.021934809883397816,12.899287223815918,352.2535095214844
18,60,1,5.870323657989502,2.8206186374028523,1.234147637599158,0.0021796861092313173,8.298638343811035,393.75
19,24,1,3.469008445739746,2.860250016053518,0.5296858862535863,0.0004284898281632246,1.4059956073760986,240.0
20,24,1,4.423517227172852,3.2105749050776162,0.8882498077816727,5.147332251156017e-07,30.379486083984375,439.3470764160156
21,16,1,5.6547112464904785,3.7442661821842194,1.478996977270531,0.0008077515110266342,32.39506530761719,539.3929443359375
22,316,1,128.84539794921875,12.860247605963599,19.80258824923634,0.02408129928164171,3.937196969985962,391.0362548828125
23,44,1,4.172961711883545,2.837963039224798,0.890432081925467,0.0009777970960961964,5.8728861808776855,396.9064636230469
24,184,1,49.65086364746094,11.030017956443455,10.074602479903168,0.016836571792444143,1.0089507102966309,558.27587890625
25,48,2,6.697890281677246,3.0917819937070212,1.3150350282072554,0.0014026408082751243,1.7204217910766602,280.3448181152344
26,648,5,22.573596954345703,4.789522073887013,3.5010618994950797,0.022769718351418843,110.72564697265625,466.1316833496094
27,48,2,4.82745361328125,2.685416946808497,1.1087839381840316,0.0,9.106700897216797,390.952392578125
28,44,1,6.454190731048584,3.1261758587577124,1.2798402948635932,0.0,1.8707753419876099,389.5454406738281
29,36,1,7.386472225189209,3.9852367771996393,2.1458572390565855,0.0017860994591572387,1.1659245491027832,278.06451416015625
30,68,2,4.991790771484375,2.717426706762875,1.0312969791395206,0.0016483434477581956,1.0903716087341309,677.1428833007812
31,144,1,8.744848251342773,3.656261444091797,1.6385262814785522,0.0026054336861140535,4.749381065368652,482.8571472167969
32,56,1,5.155517578125,3.5268060054097856,1.150038370589128,0.001737313202116227,1.4087960720062256,243.9822998046875
33,188,2,11.991658210754395,4.650249828683569,2.732198070792688,0.011144104042601188,117.46280670166016,443.4798583984375
34,44,2,12.982131958007812,4.626604958014055,3.0514688601537983,0.0027991505753809653,1.2665165662765503,276.582275390625
35,80,2,6.207424640655518,3.3205659091472626,1.3253048855746705,0.0022508329270158867,7.8700642585754395,335.5367126464844
36,32,1,10.930350303649902,4.230760499835014,2.778675672644132,0.0011174592532935945,1.595555067062378,307.1428527832031
37,116,2,7.488359451293945,3.4513255234422355,1.5866388018882391,0.00449105911323776,18.399776458740234,477.40740966796875
38,52,1,4.329638481140137,2.576135131028982,0.9331851082811441,0.0008775601068425205,5.921957015991211,275.19232177734375
39,120,2,21.220245361328125,5.115848648548126,5.155014997913553,0.004958090905378937,6.229515552520752,461.9696960449219
40,208,1,9.223793983459473,3.242297676893381,1.7368852666164216,0.006257753243702508,10.334300994873047,363.3333435058594
41,16,2,6.8888139724731445,4.219309031963348,1.8760612060602597,0.0,2.7309954166412354,315.98541259765625
42,416,2,20.49390411376953,5.2878895826064625,3.56193810034224,0.014952861360011099,205.04010009765625,470.8428649902344
43,24,1,8.323740005493164,4.349629521369934,2.7287513884883126,0.0013364010572788495,1.008986234664917,381.28204345703125
44,156,1,7.828633785247803,3.3878966997831297,1.5677802946521828,0.004796363527768015,9.289594650268555,403.9100341796875
45,80,2,10.765700340270996,3.7489380955696108,2.4742214983498165,0.002668490788293435,2.7710840702056885,303.4920654296875
46,20,1,12.035676956176758,7.631557774543762,3.9141068617873755,0.0,1.1445096731185913,394.34783935546875
47,72,1,7.05113410949707,2.9654387831687927,1.4839838041121987,0.0016691404560022203,2.2710092067718506,256.80413818359375
48,68,1,7.99318790435791,3.7958021935294655,1.990131936713033,0.0024192624031124615,1.1317713260650635,249.01638793945312
49,68,3,7.765790939331055,3.7354577008415673,1.775321094001456,0.0,41.38584899902344,494.375
50,16,1,8.026968002319336,5.042216062545776,2.4643297661833885,0.0,1.623499870300293,182.19512939453125
51,76,1,31.50294303894043,10.348098823898717,8.780884134395755,0.0,1.2786527872085571,277.3333435058594
52,104,1,26.92072868347168,6.447188138961792,6.673661750037786,0.008188138086463312,5.794040203094482,253.3333282470703
53,56,1,14.921935081481934,5.14277720451355,3.5359695233242,0.0017646076882287252,2.773369789123535,204.2857208251953
54,144,2,11.032806396484375,3.6259982917043896,2.0387837028054023,0.006432778475594848,7.890868663787842,328.0419616699219
55,152,1,34.50699996948242,5.246849678064647,6.022489349897476,0.004807402805162074,1.3961023092269897,259.23077392578125
56,52,1,17.61138343811035,5.438206498439495,4.566534977932286,0.001213106590797164,1.1268049478530884,280.0
57,28,1,16.244731903076172,5.314702493803842,4.608786590405456,0.0,2.4055449962615967,278.0
58,256,1,8.032003402709961,3.0981222819536924,1.552195417951093,0.010537693656303167,24.634828567504883,669.058837890625
59,32,1,10.017195701599121,4.973795220255852,2.848312731150557,0.0006610407522573146,1.4040205478668213,250.7142791748047
60,332,2,8.423527717590332,3.262596067175808,1.4192009128493028,0.009229301379859632,139.0674285888672,682.1654663085938
61,16,1,4.509724140167236,3.4230698347091675,0.6699931238793814,0.0005859556890959628,3.227968215942383,352.6666564941406
62,112,3,11.32751178741455,4.090736661638532,2.609875355261866,0.005200967818867153,7.068774223327637,284.71697998046875
63,216,3,37.50425338745117,8.718816214137608,7.431923358816034,0.009752391427079347,11.11380672454834,342.50860595703125
64,16,1,3.358755588531494,2.6221157014369965,0.7762664935563662,0.00022445377444443518,4.122314453125,326.2903137207031
65,108,1,12.512391090393066,4.572316721633628,2.9352882670362033,0.001037722176002643,130.56724548339844,571.352294921875
66,80,1,12.210289001464844,5.031146246194839,3.010412885374695,0.004375313652126287,1.8626267910003662,344.0540466308594
67,20,1,8.864266395568848,4.744617557525634,2.5412414440170576,0.0,2.500722646713257,325.65216064453125
68,28,1,4.581124305725098,3.1407974447522844,1.3889017804121329,0.0010746682810804876,1.5452367067337036,356.41510009765625
69,28,1,15.918559074401855,5.181907398360116,4.50777306429842,0.0,3.051318883895874,295.2799987792969
70,20,1,5.925640106201172,3.039335823059082,1.6042366030990687,0.0,2.682443857192993,167.21519470214844
71,268,4,12.837115287780762,3.8206776433916234,2.425974496153892,0.006992177015186548,14.88051700592041,454.0764465332031
72,104,1,47.1943473815918,8.125359709446247,9.816810508505935,0.0013727101597096221,1.823506474494934,374.0
73,112,2,5.702758312225342,3.2891780265739987,1.3727258870428352,0.0063012676376185675,27.263002395629883,437.0400085449219
74,32,1,5.747767925262451,2.96117340028286,1.2847960718112466,0.0,2.4515514373779297,352.448974609375
75,128,4,17.367122650146484,4.895818822085857,3.256001694058772,0.008471589299351606,2.3298380374908447,257.8399963378906
76,84,1,24.907224655151367,6.504616442180815,7.488979299090148,0.005274663195474994,1.9709783792495728,223.55555725097656
77,760,1,157.0802001953125,9.589178948653371,16.538845575618257,0.054282117031665564,10.355639457702637,447.2185363769531
78,136,3,23.790205001831055,7.574954295859618,5.357629604144381,0.012113969950506284,2.414047956466675,280.6666564941406
79,48,2,4.782726764678955,2.8013421098391214,1.1644072178170963,0.0010797028047557383,10.468914031982422,420.0
80,276,1,34.699798583984375,7.649878106255462,8.058987125564226,0.01814261142238704,6.445398330688477,333.0392150878906
81,88,1,13.296181678771973,4.183379216627642,3.0033812031124807,0.0,2.732308864593506,294.0
82,112,1,5.509174823760986,2.8242674469947815,1.1079651782553719,0.0034555392504838594,6.3413405418396,326.8152770996094
83,20,1,10.281998634338379,4.622999429702759,3.181267431763171,0.0,1.0344923734664917,397.29730224609375
84,20,1,4.250002861022949,2.7197174310684202,0.9507501628079253,0.0,3.011221170425415,388.0952453613281
85,364,4,18.836318969726562,4.357300015596243,2.928374070210452,0.01729545145622535,15.180205345153809,352.5714416503906
86,220,2,9.761220932006836,3.68520987033844,1.8861724492556509,0.009689121056621454,6.214900970458984,436.8888854980469
87,80,1,4.474693298339844,2.596136063337326,0.8036335680743993,0.0,3.4427356719970703,201.62791442871094
88,124,2,17.573299407958984,6.152219337801779,4.241152009371987,0.007067239450291268,2.0662105083465576,495.3571472167969
89,132,1,27.736858367919922,7.1789732015494145,7.193979135405514,0.0074809353383521095,22.115556716918945,377.29412841796875
90,296,2,13.103145599365234,4.826298557423256,2.9372256983019183,0.008496683808532144,21.00720977783203,313.5714416503906
91,24,1,4.647428512573242,3.5198476711908975,0.6334595108922385,0.0,7.363070011138916,772.3880615234375
92,140,1,9.042402267456055,3.9194335086005077,2.0047868927663623,0.0043779652948891835,15.854924201965332,502.4590148925781
93,32,1,5.973239421844482,3.285502016544342,1.375707634167159,8.246885998440961e-05,2.1233792304992676,498.9051208496094
94,44,1,9.288657188415527,3.1877628564834595,2.1951837819593827,0.0,1.4096933603286743,343.1428527832031
95,84,1,10.249940872192383,4.180623820849827,2.2155192435016833,0.0022139073832722453,1.349702000617981,599.0908813476562
96,148,3,12.840002059936523,3.602670527793266,2.4509332289050842,0.00792326540050766,3.2170493602752686,391.4141540527344
97,16,1,11.55126953125,5.77461975812912,3.3777702524410813,0.0,1.8189846277236938,222.3076934814453
98,156,1,48.314178466796875,11.468533638196114,12.295176242996709,0.01157151698774732,1.0291212797164917,292.3999938964844
99,444,1,186.42515563964844,14.854648808101276,27.15423355263926,0.03636497572894731,2.174812078475952,457.5268859863281
100,112,1,7.223428726196289,3.8597531063216075,1.8410188073475802,0.0041641181054619105,13.17579174041748,468.55670166015625
101,464,4,19.531970977783203,4.881744346741972,3.3689639912709652,0.015746297466324808,79.90708923339844,469.36395263671875
102,32,1,4.617961883544922,3.139117047190666,1.2666712344769715,0.0,2.2466018199920654,200.8333282470703
103,116,1,26.623695373535156,7.134626853054967,5.444269691831847,0.006887099981962437,1.9995709657669067,324.7368469238281
104,180,1,83.34683227539062,14.245912226041158,18.93124870387105,0.01969251858710694,2.0634331703186035,265.10205078125
105,56,2,6.540680408477783,2.893865500177656,1.3572485798906042,0.0023341959493745454,1.0706884860992432,223.3333282470703
106,268,6,13.327507019042969,3.59963431465092,2.261302081254044,0.012572278204995915,58.17919158935547,513.2679443359375
107,412,2,15.942689895629883,4.8601071140141165,3.5283964012398346,0.020858965940381783,7.735073566436768,275.6310729980469
108,68,1,5.769755840301514,3.4664486366159775,1.5055473929390428,0.0015618873620926047,30.85212516784668,364.6590881347656
109,36,1,5.150070667266846,3.107118076748318,1.3085948270033099,0.0012239785941311563,1.2593014240264893,420.2272644042969
110,228,1,73.72077941894531,11.173048255736369,14.235782255880764,0.021873549250211944,4.409854412078857,364.9253845214844
111,512,6,20.280977249145508,5.281261679716408,4.170100080698212,0.014991035252578801,5.628053665161133,578.0794677734375
112,440,2,16.51769256591797,4.843433531847867,3.1921522749272464,0.0164198428757657,30.82077407836914,495.25714111328125
113,20,1,5.743112564086914,3.3600274324417114,1.3915089286450284,0.0008418218094834483,4.846142292022705,436.70001220703125
114,112,3,25.67075538635254,7.755393241133008,6.31018769864802,0.008394283752706098,3.7742486000061035,298.18896484375
115,52,1,5.831584930419922,3.0266638719118557,1.5725197790371417,0.0014767452399137224,1.902517557144165,724.2857055664062
